KR_38	KR_50	KR_51	KR_53	KR_56	KR_57	KR_61	KR_64	KR_08	KR_13	KR_14	KR_15	KR_18	KR_19	KR_21	KR_23	KR_24	KR_25	KR_26	KR_27	KR_28	KR_33	KR_35	KR_48	KR_52
SLC9A3R2	2.152	1.762	2.861	1.134	1.053	3.045	1.435	1.023	1.582	2.379	1.25	1.083	1.291	6.919	6.261	6.381	5.883	6.507	0.711	1.066	2.517	2.326	2.008	1.343	2.78
SLC9A4	0.224	0.323	0.053	0.316	0.04	0.257	0.558	0.392	0.058	0.062	0.047	0.015	0.024	0.042	0.124	0.505	0.215	0.049	0.04	0.079	0.078	0.057	0.081	0.041	0.088
SLC9A5	0.66	0.444	0.649	0.631	0.443	0.686	0.323	0.486	0.141	0.228	0.206	0.276	0.172	0.626	0.771	0.691	0.327	1.016	0.515	0.58	0.276	0.253	0.192	0.103	0.233
SLC9A6	8.271	5.384	10.588	7.497	5.004	7.545	7.735	8.632	3.187	3.352	4.112	3.258	2.637	11.795	8.388	8.583	10.166	12.223	4.831	3.934	3.901	3.959	4.588	3.033	3.79
SLC9A7	1.314	0.78	7.507	0.361	1.92	1.976	0.521	1.367	0.526	1.673	0.709	2.48	3.146	4.138	5.425	1.414	2.907	5.746	3.832	1.006	0.946	1.42	0.726	1.299	2.107
SLC9A8	6.551	5.076	11.376	10.512	5.617	11.851	6.825	8.86	3.634	3.173	1.968	3.036	2.461	6.611	6.659	7.205	6.159	7.749	4.34	2.497	5.516	4.053	5.897	2.549	2.419
SLC9A9	8.34	8.175	15.418	7.127	8.601	9.648	7.291	12.902	3.138	10.563	6.595	8.565	7.698	12.067	16.792	7.427	12.406	8.953	9.635	5.527	7.701	11.086	4.967	6.811	5.074
SLC9B1	1.018	1.317	1.656	1.752	0.836	1.908	0.831	3.382	0.731	0.512	0.815	0.4	0.371	1.009	0.898	0.927	0.45	1.071	0.879	0.815	0.993	0.608	0.951	0.259	0.418
SLC9B2	2.704	1.896	4.244	1.559	1.696	1.811	2.319	2.91	0.715	1.4	1.604	2.394	1.967	4.542	3.709	2.631	4.972	9.573	2.737	1.19	0.953	2.252	0.582	0.904	1.279
SLC9C1	0.593	0.77	0.6	0.621	0.672	1.132	0.616	1.84	0.299	0.286	0.52	0.327	0.168	1.332	0.609	0.286	0.282	0.689	0.486	0.211	0.45	0.292	0.143	0.224	0.258
SLC9C2	0.207	0.326	0.178	0.2	0.208	0.923	0.464	1.094	0.222	1.206	0.013	0.108	0	0.707	0.221	0	0.535	0.016	0.074	0	0.293	0.299	0.031	0.198	0.179
SLCO1A2	0.21	0.093	0.222	0.067	0.043	0.338	0.127	0.656	0.028	0	0.101	0.022	0.035	0.128	0.005	0	0.047	0.557	0.065	0.12	0.033	0.005	0.09	0.058	0.031
SLCO1B1	0.007	0.005	0	0	0	0	0	0.126	0	0	0	0.009	0	0	0.016	0	0	0	0.007	0	0.009	0	0	0	0
SLCO1B3	0.027	0.014	0	0.009	0.007	0.021	0	0.107	0	0	0.102	0.025	0	0	0.02	0	0.126	0	0.105	0	0	0	0	0.014	0
SLCO1B7	0.312	0.093	0.758	0.234	0.123	0.123	0.309	0.542	0	0.175	0.05	0.153	0.091	0.186	0.265	0	0.068	0.514	0.177	0.126	0.052	0.375	0.105	0.099	0.155
SLCO1C1	0.166	0.247	0.015	0	0.307	0.076	0.048	0.179	0	0	0.053	0.046	0.028	0	0.132	0	0.323	0.096	0.104	0.119	0.184	0.054	0	0.028	0.059
SLCO2A1	0.434	0.654	0.98	0.017	0.971	0.152	0.06	0.225	0.024	0.132	0.082	0.198	0.394	0.235	1.406	0.388	0.227	0.848	0.524	0.23	1.832	0.275	0.015	0.081	0.118
SLCO2B1	2.28	3.891	4.323	0.441	11.751	1.28	1.604	0.425	0.55	4.006	2.65	12.448	12.902	11.413	22.32	2.564	6.393	15.534	9.969	1.212	2.146	3.415	0.237	1.874	8.347
SLCO3A1	26.047	19.999	40.6	34.388	19.005	36.336	25.862	45.538	11.337	10.674	7.964	5.14	4.921	26.487	22.525	28.503	29.602	32.688	9.198	21.982	16.599	6.987	24.033	8.602	9.824
SLCO4A1	1.046	0.57	2.114	1.056	0.627	0.87	1.196	0.599	0.826	1.209	0.325	0.789	1.564	2.499	1.81	2.086	0.9	4.513	2.056	0.158	0.556	0.453	0.802	0.974	0.695
SLCO4C1	0.5	0.289	0.696	1.203	0.475	0.521	0.71	0.524	0.233	0.206	0.189	0.3	0.175	0.384	0.681	0.612	0.094	0.315	0.289	0.086	0.36	0.218	0.157	0.284	0.163
SLCO5A1	0.096	0.039	0.12	0.016	0.304	0.011	0.102	0.059	0.01	0.009	0.027	0.711	0.22	0.159	0.158	0.043	0.388	0.399	0.262	0.148	0.08	0.034	0.024	0.06	0.009
SLCO6A1	0.676	0.419	0.668	0.463	1.695	0.655	0.326	1.155	0.23	0.42	0.66	0.477	0.537	0.615	0.264	0.873	0.089	0.579	0.142	0.059	0.248	0.583	0.475	0.169	0.359
SLFN11	3.112	2.229	3.275	0.997	5.937	2.059	2.16	1.512	0.49	1.402	2.459	5.594	6.666	6.533	13.666	3.26	5.719	7.615	8.316	2.514	1.777	2.619	0.527	1.667	5.99
SLFN12	8.118	5.822	11.323	5.568	7.234	10.439	9.052	10.212	3.366	4.56	5.664	6.396	4.747	7.538	14.272	8.327	11.496	7.587	7.083	2.686	6.431	5.398	3.295	3.374	3.794
SLFN12L	0.982	1.349	0.927	0.544	2.843	0.956	0.747	1.334	0.414	1.223	0.661	5.882	2.523	3.134	2.97	0.395	1.017	2.487	2.905	0.546	1.315	0.682	0.431	1.278	0.907
SLFN13	4.541	1.862	4.747	3.353	3.274	2.592	3.135	3.892	0.875	1.212	1.872	3.112	2.471	4.696	4.499	5.828	2.298	6.357	2.463	3.935	2.126	1.777	0.927	1.435	3.245
SLFN14	0.087	0.047	0.039	0.04	0.046	0.023	0.008	0.064	0	0.038	0.022	0.016	0.01	0.01	0.032	0	0.022	0.041	0.06	0.007	0.033	0.023	0.006	0.01	0.029
SLFN5	26.817	20.414	50.496	33.792	26.052	28.875	27.454	27.487	20.193	28.102	11.46	42.26	11.335	86.901	79.467	43.989	106.364	66.317	29.031	15.217	18.91	17.885	26.894	41.521	16.84
SLFNL1	0	0	0	0	0.01	0.02	0	0	0.025	0	0.013	0.013	0.023	0.128	0.023	0.034	0.063	0.189	0.009	0.097	0	0	0	0	0.027
SLIRP	68.775	47.005	108.138	77.086	47.467	82.415	81.774	118.813	51.994	62.077	59.226	44.15	38.666	140.031	72.524	129.273	116.283	124.506	33.492	47.599	44.535	37.051	60.65	49.218	56.015
SLIT1	0.039	0.009	0.024	0.021	0.067	0.031	0.026	0.028	0.003	0.022	0.013	0.054	0.029	0.063	0.034	0.085	0.127	0.079	0.031	0.078	0.022	0.016	0.02	0.012	0.009
SLIT2	10.395	4.068	5.167	8.752	2.491	4.284	5.967	7.317	2.071	1.904	1.654	1.464	2.89	3.393	5.845	12.874	4.641	9.683	1.943	2.227	7.586	3.966	9.432	2.002	2.234
SLIT3	5.332	4.584	4.455	0.386	1.771	1.272	1.26	0.419	0.219	0.592	1.343	0.264	0.869	1.851	8.891	5.749	3.28	9.312	0.589	1.486	2.694	3.3	0.648	0.917	3.038
SLITRK1	0.026	0	0	0.004	0	0.002	0	0.019	0	0	0	0.003	0	0	0	0	0	0	0.002	0	0	0	0	0	0
SLITRK2	0.075	0.068	0.659	0.015	0.006	0.014	0.024	0.042	0	0.019	0.007	0.085	0.003	0.007	0.148	0.041	0.013	0.17	0.018	0.078	0.02	0.008	0.009	0.005	0.006
SLITRK3	0.097	0.08	0.259	0.214	0.074	0.199	0.135	0.313	0.067	0.074	0.034	0.007	0.024	0.013	0.03	0.067	0.019	0.035	0.05	0.008	0.218	0.206	0.131	0.078	0.044
SLITRK4	0.491	0.213	1.23	0.408	0.455	0.189	1.78	0.346	0.114	1.798	0.239	1.042	0.144	1.222	1.02	0.734	1.569	1.572	0.46	0.414	0.184	0.192	0.838	1.859	0.659
SLITRK5	0.064	0.032	0.04	0.019	0.021	0.028	0.025	0.063	0.001	0.007	0.012	0.015	0.017	0.011	0.019	0.02	0.015	0.088	0.014	0.032	0.012	0.008	0.011	0.006	0.004
SLITRK6	11.348	10.134	19.529	9.289	4.707	10.711	14.202	11.584	3.76	4.827	7.057	4.481	3.618	19.527	18.7	16.679	11.802	20.611	4.398	5.756	5.26	4.782	6.818	5.72	3.951
SLK	48.757	34.117	88.69	57.83	39.674	63.177	70.723	74.207	40.576	44.205	39.663	51.952	39.642	129.52	90.843	85.944	100.309	134.539	36.643	41.977	36.547	35.712	43.388	39.278	26.271
SLMAP	50.195	29.07	81.077	67.545	50.682	61.048	68.023	68.882	38.101	43.096	27.568	45.183	32.386	82.59	84.304	63.206	60.944	113.706	39.751	34.98	38.415	35.378	46.649	34.911	21.806
SLMO1	0.693	0.667	0.812	0.632	0.451	0.976	0.529	0.938	0.082	0.25	0.369	0.493	0.943	0.762	1.386	0.759	0.699	0.721	0.48	0.434	0.342	0.646	0.412	0.111	0.481
SLMO2	26.282	17.833	34.312	27.274	19.31	29.275	34.648	39.007	20.657	17.184	19.19	24.777	16.457	56.96	36.86	49.49	41.981	59.275	17.685	23.063	17.588	16.039	23.24	15.4	16.362
SLN	0.036	0	0.173	0	0.052	0	0	0.051	0	0	0.017	0	0.081	0.043	0	0	0.06	0.112	0.02	0	0.046	0	0.023	0.026	0.051
SLPI	101.058	19.543	306.752	14.642	74.024	19.27	188.352	15.025	34.725	130.504	64.947	316.214	186.526	327.418	278.007	257.034	466.233	429.705	193.244	190.378	37.531	79.937	7.059	194.601	28.785
SLTM	59.599	42.145	80.71	73.388	47.338	86.585	69.121	93.387	44.287	39.582	38.549	44.369	38.771	89.065	55.837	85.001	59.947	107.506	36.251	49.039	35.897	43.214	65.912	33.688	38.824
SLU7	23	17.152	35.047	28.998	20.292	30.014	30.25	36.655	15.875	14.786	13.546	15.024	12.939	36.819	40.165	40.3	38.239	48.589	17.189	13.443	16.518	15.9	20.551	12.922	16.702
SLURP1	7.223	8.585	32.157	2.862	3.332	5.518	7.395	4.378	2.608	4.121	2.223	3.823	3.24	10.185	10.321	4.002	31.132	24.465	0.732	8.134	2.353	0.887	5.759	6.43	6.273
SLX1A	6.87	5.416	9.076	7.53	4.753	7.086	5.735	6.115	0.947	4.244	1.259	4.834	3.658	14.814	6.32	12.758	15.842	16.223	4.389	2.837	4.353	3.569	2.178	3.66	2.931
SLX1A-SULT1A3	2.248	2.061	2.396	2.961	2.314	3.729	1.935	2.675	0.999	1.184	0.962	0.532	1	3.077	2.523	3.224	3.258	4.822	1.089	1.264	1.527	1.165	1.177	0.436	0.839
SLX1B	4.235	6.751	3.956	6.187	4.647	5.367	3.382	3.575	3.289	3.593	1.077	0.065	2.173	3.863	7.356	3.389	2.975	4.757	4.169	2.592	3.187	1.278	3.92	1.2	2.404
SLX4	2.397	1.514	3.736	1.943	1.583	2.142	1.427	1.827	0.49	0.746	0.606	1.108	1.056	2.024	2.204	1.975	1.705	2.851	1.592	0.956	0.993	1.207	1.032	0.694	0.652
SLX4IP	4.37	4.419	5.072	6.028	3.767	6.535	3.985	9.269	2.671	2.472	2.481	1.386	1.001	3.446	3.757	4.746	4.561	2.6	1.984	2.374	2.627	1.832	3.478	1.679	2.165
SMAD1	14.133	8.488	21.743	16.171	13.968	15.856	11.313	19.666	8.197	9.22	10.222	10.037	9.494	16.466	24.068	16.981	17.493	28.403	11.693	7.868	11.988	14.945	10.003	7.959	6.133
SMAD2	82.08	53.138	105.937	73.65	51.419	81.053	82.784	107.634	50.425	34.602	42.918	41.061	31.704	108.656	82.87	118.843	93.643	128.901	39.815	65.456	50.701	47.706	67.28	32.541	47.528
SMAD3	25.28	19.681	36.434	43.196	24.587	36.765	20.502	38.265	11.474	14.035	8.896	10.733	4.389	60.358	30.052	34.146	39.022	38.577	6.196	20.187	16.575	7.789	26.948	12.72	12.638
SMAD4	46.054	35.505	64.629	52.156	38.867	56.775	47.175	65.561	23.736	23.098	24.799	23.997	20.219	72.187	68.764	56.499	64.342	77.701	28.635	27.622	32.192	30.16	37.881	19.492	24.991
SMAD5	24.349	16.222	34.428	21.796	17.898	23.694	22.585	30.937	10.209	15.397	12.515	10.956	13.819	28.876	27.36	38.219	24.96	39.123	13.696	19.636	17.482	16.851	21.926	11.347	15.812
SMAD6	1.299	1.233	1.22	0.223	0.599	0.85	0.883	0.686	0.294	0.302	0.395	0.23	0.45	1.196	1.19	1.842	1.591	1.327	0.64	0.409	0.692	0.95	0.2	0.315	0.455
SMAD7	7.327	2.951	12.164	0.478	6.466	2.694	6.285	2.065	0.917	2.215	2.618	5.913	4.659	15.71	13.09	8.665	12.848	16.541	5.728	13.735	2.338	3.04	2.002	1.979	2.361
SMAD9	0.637	0.589	0.918	0.325	0.114	0.792	0.572	0.944	0.139	0.053	0.762	0.095	0.104	0.768	0.691	0.534	2.52	0.996	0.143	0.215	0.267	0.449	0.128	0.125	0.249
SMAGP	27.458	11.834	39.684	16.431	9.284	12.667	22.838	17.351	14.396	10.777	12.131	9.985	10.223	26.565	19.82	47.096	29.152	41.262	6.309	16.339	13.746	14.132	11.069	11.609	11.506
SMAP1	12.097	9.29	20.521	13.115	9.566	12.426	13.818	18.308	6.142	6.852	6.86	8.169	6.439	18.266	15.541	17.825	17.985	24.754	9.984	8.42	6.866	7.933	9.396	6.085	7.392
SMAP2	5.594	5.502	9.676	6.348	10.965	6.872	4.71	8.736	2.11	9.812	3.674	20.562	15.265	17.545	15.499	7.339	9.58	15.864	23.756	3.797	6.463	4.87	4.298	3.935	8.174
SMARCA1	10.666	6.082	15.31	5.407	6.067	7.791	12.924	7.887	4.235	5.096	9.265	4.453	5.42	13.849	19.466	20.373	19.477	23.985	5.51	9.021	4.841	9.485	4.338	3.329	4.423
SMARCA2	59.773	35.745	62.041	54.116	45.619	66.064	40.903	71.482	28.985	24.698	26.687	16.381	14.767	52.107	53.174	73.023	44.858	52.961	17.879	26.66	37.251	34.271	34.201	23.421	29.724
SMARCA4	22.779	12.956	38.588	18.865	12.292	22.006	14.85	15.782	5.61	9.002	6.258	8.458	9.102	34.777	28.675	29.582	26.832	43.665	7.76	11.913	11.447	7.63	10.694	7.882	6.906
SMARCA5	22.78	17.491	33.46	23.844	16.967	29.647	22.663	38.891	18.966	17.805	18.48	17.816	12.135	39.82	34.592	36.537	32.869	42.315	14.395	19.236	13.26	13.436	20.064	11.948	18.038
SMARCAD1	23.13	15.242	32.117	20.094	15.526	25.897	26.356	32.619	10.158	15.976	17.477	11.86	10.384	32.471	27.595	23.233	26.224	38.732	14.768	11.934	11.298	13.468	10.462	7.601	10.071
SMARCAL1	7.689	5.693	12.286	9.64	8.292	10.683	6.702	10.376	3.12	4.444	3.398	4.053	4.655	5.967	9.642	8.457	6.876	8.131	5.348	3.07	4.489	5.047	5.155	2.892	3.107
SMARCB1	14.691	8.445	20.873	11.544	8.505	14.049	8.753	10.372	4.543	4.853	4.459	6.399	7.208	17.424	13.892	16.855	20.615	23.447	5.091	8.508	7.107	6.196	8.022	4.529	6.632
SMARCC1	22.685	15.642	28.699	23.094	16.058	25.409	17.255	26.916	11.623	11.549	10.571	14.493	13.546	34.553	23.056	30.126	25.39	35.757	14.261	20.896	14.82	17.233	29.053	8.995	12.077
SMARCC2	29.228	19.078	40.758	31.191	23.69	32.239	20.795	35.255	9.841	10.011	10.356	11.124	11.27	28.494	34.409	31.851	25.114	42.442	13.735	16.756	16.244	14.173	20.13	10.923	11.462
SMARCD1	17.616	9.374	25.388	14.508	11.713	17.228	12.078	15.815	5.739	5.947	5.945	9.486	8.751	18.835	19.085	19.605	18.472	30.106	7.368	9.73	10.508	9.665	11.698	6.547	7.951
SMARCD2	27.134	18.463	32.621	28.531	19.049	30.894	16.578	37.584	14.595	13.934	7.164	8.937	8.349	33.065	27.146	42.982	33.659	31.409	6.977	16.475	18.043	11.321	25.441	14.708	16.34
SMARCD3	3.062	1.65	2.683	1.184	1.259	3.068	1.595	1.678	0.483	1.22	1.349	0.774	1.552	3.165	4.183	3.415	3.161	4.285	1.746	1.094	1.633	1.542	1.269	0.726	1.596
SMARCE1	57.21	38.09	70.687	55.571	37.796	53.861	58.738	68.39	30.604	31.647	30.02	32.975	25.392	78.019	62.569	89.498	79.434	95.64	31.309	40.768	37.728	35.396	41.795	26.894	32.624
SMC1A	16.874	16.709	27.496	22.186	13.72	25.047	11.728	19.205	10.326	9.205	6.551	8.484	9.849	35.499	22.664	25.516	19.26	32.675	9.309	14.735	13.343	10.894	12.794	9.057	9.505
SMC1B	0.482	0.264	0.241	0.31	0.289	0.269	0.243	0.402	0.036	0.14	0.15	0.202	0.114	0.287	0.311	0.145	0.283	0.496	0.267	0.324	0.175	0.133	0.233	0.076	0.154
SMC2	7.573	5.406	10.484	8.505	5.269	8.523	8.287	11.224	3.351	5.462	4.902	4.157	3.805	15.308	8.939	9.033	13.591	13.291	6.103	4.532	3.584	3.89	2.066	3.489	4.487
SMC3	14.59	11.741	19.328	17.783	11.781	19.411	16.025	24.586	9.853	9.929	10.028	7.965	8.72	29.263	21.305	23.686	24.178	28.867	9.629	8.869	8.202	9.436	10.584	6.832	8.433
SMC4	28.616	22.99	37.481	34.784	28.262	34.052	37.398	48.692	14.028	21.94	23.079	25.266	23.227	56.873	45.869	30.252	50.894	53.264	28.085	17.439	13.445	15.862	14.212	14.191	14.943
SMC5	24.616	18.903	40.309	28.584	22.99	30.062	27.1	42.412	18.056	18.912	23.463	21.837	19.256	42.978	31.4	31.597	27.113	49.271	21.967	27.377	13.923	27.541	21.598	10.236	18.771
SMC6	16.753	12.166	28.881	18.512	13.429	20.235	16.516	26.376	9.425	10.474	11.803	8.761	11.069	20.706	23.504	20.53	20.117	22.724	11.608	9.806	10.526	12.128	12.69	7.519	7.322
SMCHD1	39.744	30.939	53.493	52.538	45.56	54.184	40.161	68.688	26.134	34.682	35.125	66.574	40.877	67.187	76.494	39.361	39.472	74.644	48.107	33.217	34.922	32.105	37.406	29.379	23.137
SMCO1	0.015	0.081	0.206	0.059	0.024	0.153	0.142	0.108	0.008	0.046	0.083	0.053	0.066	0.073	0.053	0.05	0.068	0.125	0.058	0.013	0.031	0.033	0.064	0.038	0.016
SMCO2	0.351	0.072	1.357	0.128	0.422	0.04	0.278	0.186	0.041	0.12	0.146	1.227	1.184	1.157	1.376	0.35	0.729	1.175	0.931	0.062	0.282	0.471	0	0.236	0.243
SMCO3	1.055	0.358	0.752	0.27	0.154	0.498	0.49	0.428	0.233	0.232	0.756	0	0.154	0.86	0.842	0.98	1.483	1.386	0.207	0.372	0.306	0.622	0	0.212	0.506
SMCO4	1.679	2.015	3.126	0.184	2.846	0.581	0.697	0.224	0.1	1.69	0.779	3.149	5.79	3.393	9.274	2.191	4.402	5.507	4.434	1.003	2.03	1.799	0.551	0.899	2.541
SMCP	0	0	0	0	0.013	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0
SMCR8	2.94	1.802	4.504	2.626	2.898	3.093	2.173	3.236	1.484	1.441	0.992	2.429	2.376	5.778	5.257	4.94	5.186	7.05	2.543	2.964	1.873	1.242	2.665	1.657	1.769
SMDT1	7.276	4.926	12.127	7.503	5.45	8.724	6.567	10.661	3.914	4.496	3.361	3.123	2.315	14.455	9.588	10.711	13.827	15.033	3.77	3.644	4.201	3.726	4.502	4.288	4.798
SMEK1	34.674	23.861	52.798	33.085	28.825	41.373	32.515	48.446	19.903	24.601	22.322	24.071	23.5	56.303	53.481	46.67	52.518	66.645	22.211	28.896	22.402	23.193	28.588	15.666	16.986
SMEK2	29.646	25.102	40.826	34.533	27.286	39.05	31.826	57.6	21.686	21.494	22.553	20.314	14.687	53.397	47.564	46.498	46.953	55.388	21.686	20.99	18.027	15.486	22.194	14.317	18.471
SMG1	79.572	65.371	114.001	88.585	79.35	114.738	73.472	126.488	32.458	38.26	42.921	65.581	40.979	107.243	88.285	56.611	68.446	130.312	58.868	84.929	63.089	52.103	111.896	22.918	35.013
SMG5	14.34	7.821	20.821	14.088	10.463	15.592	10.197	13.984	4.79	4.935	3.8	5.93	7.126	21.942	17.061	20.489	20.435	29.848	6.862	10.108	8.178	5.303	10.167	4.277	6.85
SMG6	16.738	10.728	24.242	16.604	12.92	16.822	12.105	16.733	3.943	4.424	4.697	6.767	5.021	13.543	16.056	11.663	9.986	21.93	7.716	8.694	7.817	6.964	9.933	3.671	4.533
SMG7	18.31	12.117	30.577	18.565	17.028	20.285	18.857	27.739	7.791	13.462	8.65	12.406	7.885	23.298	29.272	18.805	25.114	42.606	13.6	7.829	9.009	9.683	12.447	9.908	5.85
SMG8	4.4	2.666	5.946	3.543	3.608	4.737	4.8	5.482	2.337	2.756	2.329	2.875	2.534	7.065	6.919	6.207	7.933	8.242	3.524	2.922	2.628	2.422	3.361	2.174	2.729
SMG9	17.407	9.205	18.076	15.051	11.8	17.171	6.781	12.876	3.232	3.479	3.185	3.772	4.358	11.254	13.258	13.138	12.84	15.599	6.515	4.81	5.327	4.288	7.101	3.263	4.754
SMIM1	0.197	0.452	0.14	0.491	0.176	0.543	0.315	0.722	0.89	0.734	0.243	0.035	0.415	1.327	0.408	1.124	0.697	0.427	0.035	0.194	0.403	0.142	1.314	0.307	0.741
SMIM10	0.644	1.234	0.784	0.184	0.457	0.874	0.789	0.697	0.303	0.792	0.436	0.175	0.362	1.163	1.308	1.832	1.418	1.172	0.358	0.571	0.38	0.551	0.212	0.486	0.551
SMIM11	4.426	6.973	4.136	2.991	3.078	7.199	8.609	9.085	2.619	0.941	4.487	0.384	2.318	5.813	8.464	6.025	7.947	6.202	2.342	2.198	1.775	2.225	1.359	1.944	1.32
SMIM12	9.568	6.256	17.7	9.959	7.363	10.128	8.515	14.66	5.36	4.409	4.843	6.136	4.924	19.593	12.677	13.59	16.055	17.938	5.594	6.79	7.257	5.734	8.68	4.598	6.935
SMIM13	4.604	3.845	6.901	4.953	4.348	7.619	4.392	9.174	2.536	2.985	4.267	3.125	1.899	10.826	7.221	7.204	7.184	8.671	3.144	3.432	2.21	2.139	4.449	2.318	2.577
SMIM14	22.924	15.353	30.857	27.968	20.539	26.622	21.091	47.295	16.81	14.055	11.617	12.598	8.573	36.976	34.848	33.461	35.963	32.432	17.422	11.56	12.717	12.798	20.07	15.301	14.963
SMIM15	20.543	12.835	28.598	18.355	16.122	20.689	24.29	27.431	17.471	15.419	14.943	13.983	14.321	37.539	27.802	50.131	34.017	40.612	10.412	18.278	12.676	14.068	15.036	13.555	16.829
SMIM17	0.258	0.108	0.495	0.05	0.196	0.095	0.229	0.278	0.026	0.073	0.121	0.056	0.046	0.184	0.296	0.106	0.213	0.169	0.101	0.02	0.136	0.199	0.051	0.01	0.013
SMIM18	1.453	1.075	2.457	1.387	1.479	1.761	1.507	1.454	0.24	0.862	0.959	1.48	0.676	1.575	1.423	1.57	0.6	2.182	1.7	0.856	1.284	1.375	0.626	0.672	0.7
SMIM19	26.874	19.696	44.579	39.879	23.679	37.291	28.582	48.078	26.293	22.561	26.819	12.259	13.554	41.714	37.806	75.133	40.532	47.756	10.641	22.096	24.827	17.997	22.708	19.542	28.77
SMIM2	0.257	0.481	0.171	0.074	0.105	0.237	0.392	0.187	0.016	0.05	0.076	0.038	0	0.035	0	0	0.028	0	0.033	0.046	0	0	0.038	0.191	0.13
SMIM20	11.094	8.944	14.555	8.1	7.756	9.847	11.545	13.747	7.654	6.244	7.001	6.822	4.758	16.252	18.98	18.076	10.429	18.795	7.545	5.589	9.461	7.469	5.91	5.093	7.067
SMIM21	0.006	0.02	0.067	0.021	0.017	0.074	0.028	0.048	0	0	0	0.007	0	0.027	0.039	0.015	0.025	0.023	0.018	0	0	0.01	0	0	0
SMIM22	5.082	1.417	6.121	3.036	3.268	3.142	7.306	3.735	4.193	7.154	1.722	4.031	0.728	6.409	7.479	7.845	5.513	4.341	1.801	2.606	3.71	2.616	2.547	6.609	4.041
SMIM23	0.186	0.118	0	0.059	0.048	0.161	0.181	0.131	0.084	0	0.171	0.056	0	0.225	0	0.284	0.055	0.102	0.161	0.093	0.119	0.062	0.038	0.107	0.056
SMIM24	0.018	0	0.069	0.016	0.027	0.035	0.03	0.024	0	0	0	0.042	0.046	0.119	0.032	0.213	0.056	0.055	0.065	0.012	0.021	0	0	0.025	0.032
SMIM3	2.59	1.777	7.233	0.837	2.637	2.001	1.918	1.438	0.732	2.298	2.309	6.036	3.679	10.33	13.898	4.07	11.64	22.738	5.881	4.443	2.066	3.81	1.337	1.436	3.115
SMIM4	8.412	6.294	13.196	9.79	4.593	7.389	7.436	11.391	6.809	5.313	3.645	3.186	3.498	12.877	6.802	15.904	8.835	14.447	1.896	5.403	9.811	7.163	6.647	3.929	6.744
SMIM5	6.038	3.595	10.384	5.47	3.817	5.439	7.807	3.377	4.904	4.112	2.854	5.114	2.511	11.885	12.444	9.787	8.457	8.743	1.419	4.446	4.84	3.708	3.226	6.259	3.182
SMIM6	0.122	0.106	0.469	0.032	0.097	0	0.25	0.051	0.02	0.035	0	0.062	0.078	0	0.319	0.079	0.059	0.35	0.101	0.145	0	0	0	0.16	0.115
SMIM7	30.328	18.354	41.057	29.214	22.218	33.639	26.737	43.125	12.654	11.658	12.006	12.072	11.887	35.359	33.131	39.409	43.308	46.445	13.964	16.95	20.413	16.637	20.276	11.116	15.649
SMIM8	1.373	1.713	2.198	3.069	1.592	2.391	2.058	4.745	1.204	1.587	2.154	1.512	0.703	2.949	3.473	2.544	3.03	3.422	1.54	1.104	1.457	0.943	1.862	1.184	1.294
SMIM9	0.082	0.614	0.11	0.265	0.338	0.305	0.158	0.524	0	0.062	0.236	0.036	0.257	0.167	0.061	0.056	0	0.174	0.149	0.043	0.278	0.114	0.518	0.064	0.054
SMKR1	0.186	0.056	0.032	0.281	0.098	0.113	0.2	0.415	0.111	0.347	0.299	0.045	0.184	0.283	0.54	0.159	0.208	0.516	0.056	0.183	0.103	0.111	0.151	0.059	0.226
SMLR1	0.164	0.124	0.154	0.01	0.076	0.276	0.136	0.168	0.085	0.1	0.094	0.075	0.091	0.321	0.226	0.154	0.238	0.393	0.181	0.083	0.102	0.093	0.117	0.072	0.123
SMN1	15.237	10.035	20.886	16.823	11.79	12.204	13.457	18.353	7.124	8.425	8.01	6.988	7.598	24.061	13.406	19.814	17.358	23.609	7.841	9.687	8.43	7.186	11.061	5.774	7.16
SMN2	19.741	12.004	18.379	12.659	8.804	4.779	14.363	11.421	7.985	8.611	6.836	5.767	7.835	7.888	3.418	22.012	15.729	17.378	4.245	12.126	11.514	3.856	13.902	2.28	5.208
SMNDC1	3.698	3.111	6.021	4.616	3.755	4.62	4.486	5.198	3.393	3.395	3.444	3.734	4.304	11.294	9.154	7.5	10.154	12.193	4.234	3.917	3.682	3.012	4.063	3.133	3.789
SMO	1.987	0.619	1.77	0.182	0.395	0.67	0.65	0.464	0.225	0.44	0.607	0.097	1.106	1.578	2.288	2.477	2.693	2.32	0.398	0.706	1.268	1.39	0.278	0.328	0.583
SMOC1	1.281	0.086	0.78	0.024	0.11	0.754	0.196	0.749	0.066	0.207	0.214	1.101	0.24	0.363	1.166	0.323	1.649	4.712	0.496	0.794	0.283	0.119	0.147	0.118	0.306
SMOC2	6.8	1.499	2.775	0.203	2.175	0.11	1.728	0.87	0.23	0.035	0.771	0.025	0.379	0.211	0.213	4.86	1.115	9.435	0.2	1.655	1.739	2.082	0.137	0.225	0.683
SMOX	0.452	0.577	1.084	0.21	1.044	1.001	0.857	0.223	0.108	0.442	0.151	0.97	1.297	1.462	1.976	1.7	1.924	8.337	2.311	0.374	0.986	1.799	0.165	0.14	0.313
